variable,label,include,comments,,,,,,,,,,,,,,,,,,,,,,,
ga008_4b_6_,Worker's Compensation of Household Member [6]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4b_7_,Worker's Compensation of Household Member [7]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4b_8_,Worker's Compensation of Household Member [8]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4b_9_,Worker's Compensation of Household Member [9]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4b_10_,Worker's Compensation of Household Member [10]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4b_11_,Worker's Compensation of Household Member [11]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4b_12_,Worker's Compensation of Household Member [12]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c,Yuan/Month,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_1_,Worker's Compensation of Household Member [1]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_2_,Worker's Compensation of Household Member [2]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_3_,Worker's Compensation of Household Member [3]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_4_,Worker's Compensation of Household Member [4]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_5_,Worker's Compensation of Household Member [5]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_6_,Worker's Compensation of Household Member [6]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_7_,Worker's Compensation of Household Member [7]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_8_,Worker's Compensation of Household Member [8]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_9_,Worker's Compensation of Household Member [9]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_10_,Worker's Compensation of Household Member [10]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_11_,Worker's Compensation of Household Member [11]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_4c_12_,Worker's Compensation of Household Member [12]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a,Elderly Subsidies,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_1_,Elderly Family Planning Subsidies of Household Member [1],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_2_,Elderly Family Planning Subsidies of Household Member [2],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_3_,Elderly Family Planning Subsidies of Household Member [3],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_4_,Elderly Family Planning Subsidies of Household Member [4],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_5_,Elderly Family Planning Subsidies of Household Member [5],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_6_,Elderly Family Planning Subsidies of Household Member [6],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_7_,Elderly Family Planning Subsidies of Household Member [7],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_8_,Elderly Family Planning Subsidies of Household Member [8],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_9_,Elderly Family Planning Subsidies of Household Member [9],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_10_,Elderly Family Planning Subsidies of Household Member [10],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_11_,Elderly Family Planning Subsidies of Household Member [11],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5a_12_,Elderly Family Planning Subsidies of Household Member [12],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b,Yuan/Year,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_1_,Elderly Family Planning Subsidies of Household Member [1]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_2_,Elderly Family Planning Subsidies of Household Member [2]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_3_,Elderly Family Planning Subsidies of Household Member [3]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_4_,Elderly Family Planning Subsidies of Household Member [4]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_5_,Elderly Family Planning Subsidies of Household Member [5]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_6_,Elderly Family Planning Subsidies of Household Member [6]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_7_,Elderly Family Planning Subsidies of Household Member [7]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_8_,Elderly Family Planning Subsidies of Household Member [8]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_9_,Elderly Family Planning Subsidies of Household Member [9]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_10_,Elderly Family Planning Subsidies of Household Member [10]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_11_,Elderly Family Planning Subsidies of Household Member [11]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5b_12_,Elderly Family Planning Subsidies of Household Member [12]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c,Yuan/Month,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_1_,Elderly Family Planning Subsidies of Household Member [1]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_2_,Elderly Family Planning Subsidies of Household Member [2]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_3_,Elderly Family Planning Subsidies of Household Member [3]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_4_,Elderly Family Planning Subsidies of Household Member [4]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_5_,Elderly Family Planning Subsidies of Household Member [5]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_6_,Elderly Family Planning Subsidies of Household Member [6]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_7_,Elderly Family Planning Subsidies of Household Member [7]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_8_,Elderly Family Planning Subsidies of Household Member [8]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_9_,Elderly Family Planning Subsidies of Household Member [9]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_10_,Elderly Family Planning Subsidies of Household Member [10]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_11_,Elderly Family Planning Subsidies of Household Member [11]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_5c_12_,Elderly Family Planning Subsidies of Household Member [12]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a,Medical Aid,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_1_,Medical Aid of Household Member [1],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_2_,Medical Aid of Household Member [2],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_3_,Medical Aid of Household Member [3],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_4_,Medical Aid of Household Member [4],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_5_,Medical Aid of Household Member [5],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_6_,Medical Aid of Household Member [6],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_7_,Medical Aid of Household Member [7],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_8_,Medical Aid of Household Member [8],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_9_,Medical Aid of Household Member [9],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_10_,Medical Aid of Household Member [10],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_11_,Medical Aid of Household Member [11],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6a_12_,Medical Aid of Household Member [12],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b,Yuan/Year,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_1_,Medical Aid of Household Member [1]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_2_,Medical Aid of Household Member [2]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_3_,Medical Aid of Household Member [3]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_4_,Medical Aid of Household Member [4]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_5_,Medical Aid of Household Member [5]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_6_,Medical Aid of Household Member [6]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_7_,Medical Aid of Household Member [7]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_8_,Medical Aid of Household Member [8]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_9_,Medical Aid of Household Member [9]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_10_,Medical Aid of Household Member [10]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_11_,Medical Aid of Household Member [11]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6b_12_,Medical Aid of Household Member [12]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c,Yuan/Month,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_1_,Medical Aid of Household Member [1]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_2_,Medical Aid of Household Member [2]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_3_,Medical Aid of Household Member [3]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_4_,Medical Aid of Household Member [4]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_5_,Medical Aid of Household Member [5]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_6_,Medical Aid of Household Member [6]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_7_,Medical Aid of Household Member [7]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_8_,Medical Aid of Household Member [8]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_9_,Medical Aid of Household Member [9]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_10_,Medical Aid of Household Member [10]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_11_,Medical Aid of Household Member [11]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_6c_12_,Medical Aid of Household Member [12]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a,Government Subsidies,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_1_,Other Government Subsidies of Household Member [1],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_2_,Other Government Subsidies of Household Member [2],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_3_,Other Government Subsidies of Household Member [3],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_4_,Other Government Subsidies of Household Member [4],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_5_,Other Government Subsidies of Household Member [5],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_6_,Other Government Subsidies of Household Member [6],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_7_,Other Government Subsidies of Household Member [7],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_8_,Other Government Subsidies of Household Member [8],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_9_,Other Government Subsidies of Household Member [9],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_10_,Other Government Subsidies of Household Member [10],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_11_,Other Government Subsidies of Household Member [11],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7a_12_,Other Government Subsidies of Household Member [12],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b,Yuan/Year,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_1_,Other Government Subsidies of Household Member [1]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_2_,Other Government Subsidies of Household Member [2]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_3_,Other Government Subsidies of Household Member [3]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_4_,Other Government Subsidies of Household Member [4]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_5_,Other Government Subsidies of Household Member [5]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_6_,Other Government Subsidies of Household Member [6]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_7_,Other Government Subsidies of Household Member [7]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_8_,Other Government Subsidies of Household Member [8]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_9_,Other Government Subsidies of Household Member [9]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_10_,Other Government Subsidies of Household Member [10]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_11_,Other Government Subsidies of Household Member [11]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7b_12_,Other Government Subsidies of Household Member [12]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c,Yuan/Month,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_1_,Other Government Subsidies of Household Member [1]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_2_,Other Government Subsidies of Household Member [2]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_3_,Other Government Subsidies of Household Member [3]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_4_,Other Government Subsidies of Household Member [4]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_5_,Other Government Subsidies of Household Member [5]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_6_,Other Government Subsidies of Household Member [6]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_7_,Other Government Subsidies of Household Member [7]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_8_,Other Government Subsidies of Household Member [8]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_9_,Other Government Subsidies of Household Member [9]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_10_,Other Government Subsidies of Household Member [10]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_11_,Other Government Subsidies of Household Member [11]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_7c_12_,Other Government Subsidies of Household Member [12]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a,Social Assistance,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_1_,Social Assistance of Household Member [1],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_2_,Social Assistance of Household Member [2],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_3_,Social Assistance of Household Member [3],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_4_,Social Assistance of Household Member [4],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_5_,Social Assistance of Household Member [5],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_6_,Social Assistance of Household Member [6],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_7_,Social Assistance of Household Member [7],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_8_,Social Assistance of Household Member [8],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_9_,Social Assistance of Household Member [9],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_10_,Social Assistance of Household Member [10],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_11_,Social Assistance of Household Member [11],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8a_12_,Social Assistance of Household Member [12],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b,Yuan/Year,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_1_,Social Assistance of Household Member [1]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_2_,Social Assistance of Household Member [2]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_3_,Social Assistance of Household Member [3]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_4_,Social Assistance of Household Member [4]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_5_,Social Assistance of Household Member [5]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_6_,Social Assistance of Household Member [6]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_7_,Social Assistance of Household Member [7]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_8_,Social Assistance of Household Member [8]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_9_,Social Assistance of Household Member [9]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_10_,Social Assistance of Household Member [10]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_11_,Social Assistance of Household Member [11]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8b_12_,Social Assistance of Household Member [12]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c,Yuan/Month,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_1_,Social Assistance of Household Member [1]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_2_,Social Assistance of Household Member [2]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_3_,Social Assistance of Household Member [3]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_4_,Social Assistance of Household Member [4]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_5_,Social Assistance of Household Member [5]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_6_,Social Assistance of Household Member [6]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_7_,Social Assistance of Household Member [7]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_8_,Social Assistance of Household Member [8]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_9_,Social Assistance of Household Member [9]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_10_,Social Assistance of Household Member [10]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_11_,Social Assistance of Household Member [11]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_8c_12_,Social Assistance of Household Member [12]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a,Other Income Sources,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_1_,Other Income Sources of Household Member [1],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_2_,Other Income Sources of Household Member [2],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_3_,Other Income Sources of Household Member [3],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_4_,Other Income Sources of Household Member [4],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_5_,Other Income Sources of Household Member [5],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_6_,Other Income Sources of Household Member [6],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_7_,Other Income Sources of Household Member [7],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_8_,Other Income Sources of Household Member [8],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_9_,Other Income Sources of Household Member [9],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_10_,Other Income Sources of Household Member [10],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_11_,Other Income Sources of Household Member [11],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9a_12_,Other Income Sources of Household Member [12],no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b,Yuan/Year,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_1_,Other Income Sources of Household Member [1]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_2_,Other Income Sources of Household Member [2]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_3_,Other Income Sources of Household Member [3]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_4_,Other Income Sources of Household Member [4]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_5_,Other Income Sources of Household Member [5]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_6_,Other Income Sources of Household Member [6]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_7_,Other Income Sources of Household Member [7]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_8_,Other Income Sources of Household Member [8]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_9_,Other Income Sources of Household Member [9]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_10_,Other Income Sources of Household Member [10]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_11_,Other Income Sources of Household Member [11]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9b_12_,Other Income Sources of Household Member [12]: Amount by Year,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c,Yuan/Month,yes,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_1_,Other Income Sources of Household Member [1]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_2_,Other Income Sources of Household Member [2]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_3_,Other Income Sources of Household Member [3]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_4_,Other Income Sources of Household Member [4]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_5_,Other Income Sources of Household Member [5]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_6_,Other Income Sources of Household Member [6]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_7_,Other Income Sources of Household Member [7]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_8_,Other Income Sources of Household Member [8]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_9_,Other Income Sources of Household Member [9]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_10_,Other Income Sources of Household Member [10]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_11_,Other Income Sources of Household Member [11]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_9c_12_,Other Income Sources of Household Member [12]: Amount by Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_1_bcnt,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_1_entrynum,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_1_flmoney,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_1_flnotice2,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_1_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_1_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_1_reselect,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_2_bcnt,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_2_entrynum,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_2_flmoney,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_2_flnotice2,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_2_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_2_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_2_reselect,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_3_bcnt,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_3_entrynum,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_3_flmoney,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_3_flnotice2,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_3_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_3_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_3_reselect,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_4_bcnt,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_4_entrynum,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_4_flmoney,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_4_flnotice2,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_4_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_4_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_4_reselect,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_5_bcnt,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_5_entrynum,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_5_flmoney,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_5_flnotice2,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_5_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_5_reselect,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
ga008_bracket_null_bcnt,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,
gb001,Other Household Members Engage in Agricultural Work,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s1,Household Member [1] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
